taxonID	type	description	language	source
0399D61F578AFF23FE06FD49FC3F50DD.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F578AFF23FE06FD49FC3F50DD.taxon	distribution	Distribution. Costa Rica.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F578AFF23FE06FD49FC3F50DD.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, Puntarenas, Estación Altamira, Sendero Los Gigantes, 9 º 02 ’ N, 83 º 00 ’ W, 1450 m, 7. ii- 5. iii. 2002, malaise trap, C. Hansson & Parataxonomos (MZLU).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5789FF22FE0AFC09FE4B56FD.taxon	description	(Figs 256, 257, 736)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5789FF22FE0AFC09FE4B56FD.taxon	diagnosis	Diagnosis (female). Antenna with a constriction between C 1 and C 2 (Fig. 736); genal carina present; mesoscutellum (Fig. 256) with weak reticulation on median part and strong reticulation on lateral parts, meshes elongate, submedian grooves distinct, slightly curved and diverging towards posterior part, with a strong and complete median groove; dorsellum without median carina; propodeum (Fig. 256) medially with strong longitudinal carinae, laterally with strong reticulation, callus with three setae; petiole very short, just a narrow band; gaster (Fig. 256) 2.8 × as long as wide with apex pointed, medio-basal Gt 1 with longitudinal carinae, tergites with strong reticulation. Female holotype: length of body 3.2 mm. Scape yellowish-brown, pedicel and flagellum dark brown. Head with frons metallic bluish-green with scrobes black and clypeus dark brown; vertex metallic bluish-green. Mesoscutum with sidelobes golden-green, midlobe black with golden-green tinges; mesoscutellum with median part metallic bluish-green, lateral parts golden-green; propodeum golden-green. Legs with fore and hind coxae metallic bluish-green, mid coxa dark brown; trochanters brown; femora with basal two-thirds dark brown, apical one-third yellowish-brown; tibiae and tarsi yellowish-white, T 4 pale brown. Petiole black. Gaster with Gt 1 metallic bluish-green with posterior margin golden-purple, Gt 2 - 5 golden-purple, Gt 6 - 7 black with metallic tinges; gonoplac black. Antenna with constriction between C 1 and C 2. Face below level of toruli with strong reticulation, clypeal area smooth, frons rugose and with strong reticulation in upper part, scrobes with weak reticulation; with genal carina. Vertex with strong reticulation outside ocellar triangle, with wrinkled sculpture inside ocellar triangle; with a carina between posterior ocelli in posterior part; with a sulcus from eye to lateral ocellus and from there to median ocellus. Mesoscutum with strong reticulation, meshes isodiametric on sidelobes, elongate on midlobe, parts close to notauli ± rugose; midlobe with a weak median groove in posterior one-third, with 15 adnotaular setae in two rows on rugose parts. Mesoscutellum with weak reticulation on median part and strong reticulation on lateral parts, meshes elongate; submedian grooves distinct, slightly curved and diverging towards posterior part; with a strong and complete median groove; with six setae scattered over lateral parts. Dorsellum with strong reticulation, without median carina. Propodeum with a strong median carina that expands in posterior part; median part with strong irregular carinae, lateral parts with strong reticulation; callus with three setae. Fore and hind coxae with strong reticulation, mid coxa with weak reticulation. Fore wing with five setae on dorsal surface of submarginal vein; speculum closed; costal setal row broken. Petiole very short, just a narrow band. Gaster elongate; medio-basal Gt 1 with four longitudinal carinae; tergites with strong reticulation. Relative measurements: head length, dorsal view 26.5; head length, frontal view 51; POL 12.5; OOL 7.5; lateral ocellus diameter 6; head width 62.5; mouth width 20; malar space 19; eye length 27; scape length 22; scape width 5; pedicel + flagellum length 72; pedicel length 8; pedicel width, dorsal view 5; F 1 length 11; F 1 width 6; F 2 length 12; F 2 width 6; F 3 length 12; F 3 width 6.5; clava length 27; clava width 7; C 3 length 8.5; spicule length 2.5; mesosoma length 89; mesosoma width 63; midlobe of mesoscutum length 38; mesoscutellum length 36; mesoscutellum width 29; median part of mesoscutellum width (measured medially) 12; median part of mesoscutellum, width in anterior part 12; median part of mesoscutellum, width in posterior part 13.5; lateral part of mesoscutellum, width (measured medially) 5.5; dorsellum length 4; propodeum length 14; costal cell length 46; costal cell width (measured at widest part) 3.5; marginal vein length 49; stigmal vein length 15; gaster length 148; gaster width 52; Gt 2 length (measured medially) 14; Gt 4 length (measured medially) 22; Gt 7 length (measured medially) 24; Gt 7 width (measured at base) 16.5; longest cercal seta length 16; shortest cercal seta length 7. Male. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5789FF22FE0AFC09FE4B56FD.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5789FF22FE0AFC09FE4B56FD.taxon	distribution	Distribution. Costa Rica.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5789FF22FE0AFC09FE4B56FD.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, San José, Zurqui de Moravia, 10 º 02 ’ 58 ’’ N, 84 º 00 ’ 57 ’’ W, 1600 m, vi. 1995, P. Hanson (NHMUK).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5788FF24FE0BF9E9FDB25278.taxon	description	(Figs 258, 259, 737)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5788FF24FE0BF9E9FDB25278.taxon	diagnosis	Diagnosis (female). Antennal clava with distinct constriction between C 1 and C 2 (Fig. 737); mesoscutellum (Fig. 258) with outer margin of submedian grooves ± indistinct, grooves slightly curved and diverging towards posterior part, median part with weak reticulation; propodeum (Fig. 258) with strong reticulation and irregular carinae; petiole transverse, dorsal part with strong sculpture; gaster (Fig. 258) 2.1 × as long as wide, tergites with strong reticulation, medio-basal Gt 1 with weak longitudinal carinae laterally but missing dorsally. Female holotype: length of body 2.3 mm. Scape yellowish-brown, pedicel and flagellum dark brown. Head with frons metallic bluish-green, clypeus dark brown, antennal scrobes black; vertex black with bluish-purple tinges. Thoracic dorsum golden-green. Legs with fore and hind coxae black with metallic bluish-green tinges, mid coxa dark brown; trochanters pale brown; femora with basal two-thirds dark brown and apical one-third yellowish-brown; tibiae yellowish-brown; T 1 – 3 yellowish-brown, T 4 brown. Petiole black. Gaster with Gt 1 metallic bluish-green, Gt 2 - 6 black with metallic blue and purple tinges, Gt 7 black; gonoplac black. Antenna with distinct constriction between C 1 and C 2. Face below level of toruli with weak reticulation, clypeus smooth, frons rugose, antennal scrobes with weak reticulation; with genal carina. Vertex with strong reticulation outside ocellar triangle, with wrinkled sculpture inside ocellar triangle. Mesoscutum with strong reticulation, meshes isodiametric on sidelobes, elongate on midlobe; midlobe with a weak but complete median groove, with 11 scattered adnotaular setae. Mesoscutellum with weak reticulation on median part, without median groove, lateral parts with strong reticulation, meshes elongate; submedian grooves with outer margin ± indistinct, slightly curved and diverging towards posterior part; with 11 setae scattered over lateral parts. Dorsellum with strong sculpture, with median carina. Propodeum with a strong median carina that expands posteriorly and anteriorly; medially with strong irregular carinae and laterally with strong reticulation; callus with two setae. Fore and hind coxae with strong reticulation, mid coxa with weak reticulation. Fore wing with six setae on dorsal surface of submarginal vein; speculum closed; costal setal row unbroken. Petiole transverse, dorsal part with strong sculpture. Gaster elongate; tergites with strong reticulation. Relative measurements: head length, dorsal view 23; head length, frontal view 38; POL 10; OOL 6; lateral ocellus diameter 5; head width 51; mouth width 12; malar space 12; eye length 22; scape length 17; scape width 4.2; pedicel + flagellum length 55; pedicel length 7; pedicel width, dorsal view 4; F 1 length 8; F 1 width 5; F 2 length 8.5; F 2 width 5; F 3 length 9; F 3 width 5; clava length 20; clava width 5.5; C 3 length 7; spicule length 2; mesosoma length 65; mesosoma width 49; midlobe of mesoscutum length 26; mesoscutellum length 24.5; mesoscutellum width 22; median part of mesoscutellum width (measured medially) 9.5; median part of mesoscutellum, width in anterior part 9; median part of mesoscutellum, width in posterior part 11; lateral part of mesoscutellum, width (measured medially) 4.5; dorsellum length 3.5; propodeum length 9; costal cell length 46; costal cell width (measured at widest part) 3; marginal vein length 33; stigmal vein length 12; gaster length 95; gaster width 46; Gt 2 length (measured medially) 12; Gt 4 length (measured medially) 17; Gt 7 length (measured medially) 12; Gt 7 width (measured at base) 15; longest cercal seta length 12; shortest cercal seta length 5. Male. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5788FF24FE0BF9E9FDB25278.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5788FF24FE0BF9E9FDB25278.taxon	distribution	Distribution. Costa Rica.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5788FF24FE0BF9E9FDB25278.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, Guanacaste, Las Pailas, LN 306004 _ 389145, 930 m, 27. i- 11. ii. 2001, C. Moraga, P. N. Thomas (NHMUK).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F578EFF27FE0EFE6AFE3A51FD.taxon	description	(Figs 260, 261, 738)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F578EFF27FE0EFE6AFE3A51FD.taxon	diagnosis	Diagnosis (female). Antenna with a solid clava (Fig. 738); genal carina present; mesoscutellum (Fig. 260) with median part with very weak reticulation and shiny, lateral parts with strong reticulation, meshes elongate, submedian grooves distinct, slightly curved and diverging towards posterior part; dorsellum with a weak median carina; propodeum (Fig. 260) with a mix of strong irregular carinae and strong reticulation, callus with four setae; petiole transverse with strong sculpture on dorsal part; gaster (Fig. 260) 2.1 × as long as wide, tergites with strong reticulation. Female holotype: length of body 1.6 mm. Scape yellowish-brown, pedicel pale brown, flagellum dark brown. Head with frons black with metallic greenish tinges, clypeus dark brown, scrobes black; vertex black with metallic tinges. Mesoscutum metallic purple, mesoscutellum black with metallic tinges, propodeum black with metallic green tinges. Legs with fore and mid coxae dark brown, hind coxa black with metallic tinges; trochanters yellowish-brown; femora dark brown with apex yellowish-brown; tibiae yellowish-brown; T 1 – 3 yellowish-brown, T 4 pale brown. Petiole black. Gaster black with metallic tinges; gonoplac black. Antenna with a solid clava. Face below level of antennal toruli and scrobes with weak reticulation, clypeal area smooth, with genal carina, frons with strong reticulation. Vertex with transverse carinae. Mesoscutum with strong reticulation, meshes elongate on midlobe, isodiametric on sidelobes; midlobe with a median groove in posterior two-thirds, with five scattered adnotaular setae. Mesoscutellum with median part with very weak reticulation and shiny, lateral parts with strong reticulation, meshes elongate; submedian grooves distinct, slightly curved and diverging towards posterior part; with five scattered setae on lateral parts. Dorsellum with weak sculpture, with a weak median carina. Propodeum with a strong median carina that expands in posterior part; with a mix of strong irregular carinae and reticulation; callus with four setae. Fore and mid coxae with weak reticulation, hind coxa with strong reticulation. Fore wing with three setae on dorsal surface of submarginal vein; speculum closed below and towards base of wing; costal setal row unbroken. Petiole transverse, dorsal surface with strong sculpture. Gaster short ovate; tergites with strong reticulation. Relative measurements: head length, dorsal view 19; head length, frontal view 29; POL 9.5; OOL 5.5; lateral ocellus diameter 3.5; head width 41.5; mouth width 14; malar space 9; eye length 17; scape length 14.5; scape width 3.5; pedicel + flagellum length 43; pedicel length 6; pedicel width, dorsal view 3.5; F 1 length 6; F 1 width 4; F 2 length 6; F 2 width 4; F 3 length 6.5; F 3 width 4; clava length 18; clava width 4.5; C 3 length 5; spicule length 2; mesosoma length 51; mesosoma width 36; midlobe of mesoscutum length 18; mesoscutellum length 19; mesoscutellum width 17.5; median part of mesoscutellum width (measured medially) 6.5; median part of mesoscutellum, width in anterior part 5.5; median part of mesoscutellum, width in posterior part 7; lateral part of mesoscutellum, width (measured medially) 4; dorsellum length 2.5; propodeum length 8; costal cell length 27.5; costal cell width (measured at widest part) 2; marginal vein length 25; stigmal vein length 9; gaster length 66; gaster width 31; Gt 2 length (measured medially) 7; Gt 4 length (measured medially) 11; Gt 7 length (measured medially) 8.5; Gt 7 width (measured at base) 11; longest cercal seta length 12; shortest cercal seta length 6. Male. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F578EFF27FE0EFE6AFE3A51FD.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F578EFF27FE0EFE6AFE3A51FD.taxon	distribution	Distribution. Costa Rica.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F578EFF27FE0EFE6AFE3A51FD.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, Guanacaste, Estación Cacao, 10 º 55 ’ N 85 º 30 ’ W, 1100 m, 19 - 20. ii. 2005, J. S. Noyes (NHMUK).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F578DFF26FE59FCE9FB2457E2.taxon	description	(Figs 262, 263, 1058)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F578DFF26FE59FCE9FB2457E2.taxon	diagnosis	Diagnosis (female). Antenna with distinct constriction between C 1 and C 2 (Fig. 1058); genal carina present; mesoscutellum (Fig. 262) with submedian grooves straight and ± parallel, median part with very weak reticulation; dorsellum without median carina; propodeum (Fig. 262) with strong carinae and strong reticulation, callus with two setae; fore and mid coxae pale brown, hind coxa dark brown to black (Fig. 263); petiole transverse with strong sculpture on dorsal part, with anterolateral corners as sharp points (Fig. 262); gaster (Fig. 262) ovate, 1.4 × as long as wide, tergites with strong reticulation, gonoplac short with tip blunt. Small (1.6 mm), predominantly dark brown to black species (Figs 262, 263). Female holotype: length of body 1.6 mm. Scape yellowish-brown, pedicel pale brown, flagellum dark brown. Head dark brown to black. Mesoscutum, mesoscutellum and propodeum dark brown to black. Legs with fore and mid coxae pale brown, hind coxa dark brown to black; trochanters pale brown; femora dark brown with apex yellowish-brown; tibiae and tarsi yellowish-brown with T 4 pale brown. Petiole black. Gaster dark brown. Antenna with a distinct constriction between C 1 and C 2. Frons with strong reticulation, clypeus smooth, antennal scrobes with weak reticulation; with genal carina. Vertex with strong reticulation outside ocellar triangle, with wrinkled sculpture inside ocellar triangle. Occipital margin with a sharp carina behind ocellar triangle. Mesoscutum with strong reticulation, meshes isodiametric on sidelobes, elongate on midlobe; midlobe without median groove, with ten scattered adnotaular setae. Mesoscutellum with very weak reticulation on median part and strong reticulation on lateral parts, meshes elongate; with an indistinct median groove in anterior two-thirds; submedian grooves distinct in posterior two-thirds, straight and ± parallel; with five setae scattered over lateral parts. Dorsellum with strong reticulation, without median carina. Propodeum with a narrow median carina that expands in very posterior part; with strong irregular carinae and strong reticulation; callus with two setae. Fore and hind coxae with strong reticulation, mid coxa with weak reticulation. Fore wing with five setae on dorsal surface of submarginal vein; speculum closed; costal setal row unbroken. Petiole transverse with strong sculpture on dorsal part, with anterolateral corners as sharp points. Gaster ovate; tergites with strong reticulation; gonoplac short with tip blunt. Relative measurements: head length, dorsal view 19; head length, frontal view 34; POL 8.5; OOL 6; lateral ocellus diameter 4; head width 45; mouth width nm; malar space 11.5; eye length 19; scape length 17; scape width 4; pedicel + flagellum length 50; pedicel length 6; pedicel width, dorsal view 3.5; F 1 length 8; F 1 width 4; F 2 length 8; F 2 width 4; F 3 length 7.5; F 3 width 4; clava length 18; clava width 4.5; C 3 length 7; spicule length 2.5; mesosoma length 57; mesosoma width 39; midlobe of mesoscutum length 18; mesoscutellum length 20; mesoscutellum width 20; median part of mesoscutellum width (measured medially) 8; median part of mesoscutellum, width in anterior part 8; median part of mesoscutellum, width in posterior part 8; lateral part of mesoscutellum, width (measured medially) 3.5; dorsellum length 3; propodeum length 3; costal cell length 25; costal cell width (measured at widest part) 2.5; marginal vein length 25; stigmal vein length 10; gaster length 55; gaster width 38; Gt 2 length (measured medially) 7; Gt 4 length (measured medially) 13; Gt 7 length (measured medially) 5; Gt 7 width (measured at base) 13.5; longest cercal seta length 12; shortest cercal seta length 6. Male. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F578DFF26FE59FCE9FB2457E2.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F578DFF26FE59FCE9FB2457E2.taxon	distribution	Distribution. Costa Rica.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F578DFF26FE59FCE9FB2457E2.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, Guanacaste, Area de Conservacion, Guanacaste, Sector Pailas, Pailas Dos PL 12 - 6, 10 º 76 ’ N, 85 º 33 ’ W, 853 m, 18 - 25. i. 2018, D. Janzen, W. Hallwachs (barcoded specimen: BIOUG 58476 - A 04) (MZLU).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F578DFF26FE59FCE9FB2457E2.taxon	etymology	Etymology. Named in honour of Allison Brown in recognition of her years of dedicated management of Costa Rica’s data at the Centre for Biodiversity Genomics, Ontario, Canada.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F578CFF19FE0BFAE4FC105562.taxon	description	(Figs 264, 265, 1059)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
